timestamp,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,byte_count,duration,flag,label
2026-09-17T20:37:57,192.168.1.48,10.0.0.5,52469,443,TCP,50,55900,6.05,ACK,BENIGN
2026-09-17T20:38:21,192.168.1.57,10.0.0.5,58448,8080,TCP,34,19550,7.15,PSH,BENIGN
2026-09-17T20:38:45,192.168.1.32,10.0.0.6,51608,21,UDP,16,22320,3.79,FIN,BENIGN
2026-09-17T20:39:09,192.168.1.58,10.0.0.5,30596,22,TCP,9,1539,6.12,PSH,BENIGN
2026-09-17T20:39:33,185.220.101.5,10.0.0.5,40244,443,TCP,3607,3935237,1.01,SYN,DDoS_FLOOD
2026-09-17T20:39:57,192.168.1.12,198.51.100.254,58929,8443,TCP,48,17280,1.27,ACK,BOTNET
2026-09-17T20:40:21,192.168.1.77,10.0.0.25,38348,22,TCP,24,26328,1.88,PSH,BENIGN
2026-09-17T20:40:45,185.220.101.99,10.0.0.10,51455,22,TCP,286,57200,3.99,PSH,BRUTE_FORCE
2026-09-17T20:41:09,192.168.1.39,10.0.0.25,59876,53,TCP,41,23616,6.03,ACK,BENIGN
2026-09-17T20:41:33,185.220.101.5,10.0.0.25,47951,927,UDP,3,231,0.07,FIN,PORT_SCAN
2026-09-17T20:41:57,192.168.1.48,10.0.0.25,63988,8080,TCP,29,23229,3.41,PSH,BENIGN
2026-09-17T20:42:21,192.168.1.31,10.0.0.10,49850,8443,TCP,21,30135,0.53,PSH,BENIGN
2026-09-17T20:42:45,192.168.1.27,10.0.0.5,54171,8443,UDP,49,52185,6.32,FIN,BENIGN
2026-09-17T20:43:09,192.168.1.40,10.0.0.5,31864,22,TCP,21,30051,5.13,PSH,BENIGN
2026-09-17T20:43:33,192.168.1.54,10.0.0.10,64211,8443,TCP,5,4950,1.88,PSH,BENIGN
2026-09-17T20:43:57,192.168.1.29,10.0.0.10,43605,3306,TCP,47,28106,7.78,ACK,BENIGN
2026-09-17T20:44:21,203.0.113.199,10.0.0.25,42486,295,TCP,1,53,0.095,SYN,PORT_SCAN
2026-09-17T20:44:45,192.168.1.21,10.0.0.6,55441,443,TCP,20,22760,2.77,ACK,BENIGN
2026-09-17T20:45:09,192.168.1.49,10.0.0.5,63299,3306,TCP,19,7239,0.23,PSH,BENIGN
2026-09-17T20:45:33,203.0.113.199,10.0.0.6,56043,576,TCP,1,70,0.072,SYN,PORT_SCAN
2026-09-17T20:45:57,192.168.1.74,10.0.0.10,32725,3306,TCP,20,3080,1.43,PSH,BENIGN
2026-09-17T20:46:21,192.168.1.57,10.0.0.5,35177,22,TCP,34,40222,4.67,ACK,BENIGN
2026-09-17T20:46:45,192.168.1.40,10.0.0.10,37626,3306,TCP,41,3362,6.08,FIN,BENIGN
2026-09-17T20:47:09,192.168.1.60,10.0.0.25,30305,80,TCP,32,13824,4.48,ACK,BENIGN
2026-09-17T20:47:33,192.168.1.29,10.0.0.5,51609,8443,TCP,42,32172,7.59,PSH,BENIGN
2026-09-17T20:47:57,192.168.1.42,10.0.0.10,61968,8443,TCP,41,45551,2.64,FIN,BENIGN
2026-09-17T20:48:21,192.168.1.71,10.0.0.6,47043,80,TCP,42,14280,7.32,ACK,BENIGN
2026-09-17T20:48:45,185.220.101.99,10.0.0.5,29798,443,TCP,1355,353655,0.22,SYN,DDoS_FLOOD
2026-09-17T20:49:09,192.168.1.48,10.0.0.6,45192,8080,TCP,17,17136,6.05,PSH,BENIGN
2026-09-17T20:49:33,198.51.100.15,10.0.0.6,65419,80,TCP,3087,3445092,0.01,SYN,DDoS_FLOOD
2026-09-17T20:49:57,192.168.1.39,10.0.0.10,51807,3306,TCP,34,29240,6.09,ACK,BENIGN
2026-09-17T20:50:21,192.168.1.13,10.0.0.5,62237,443,TCP,23,23023,1.58,PSH,BENIGN
2026-09-17T20:50:45,192.168.1.39,10.0.0.6,54688,3306,TCP,13,4641,6.78,FIN,BENIGN
2026-09-17T20:51:09,192.168.1.41,10.0.0.25,46579,22,TCP,17,23783,0.33,PSH,BENIGN
2026-09-17T20:51:33,192.168.1.16,10.0.0.6,57409,80,TCP,11,6567,5.68,ACK,BENIGN
2026-09-17T20:51:57,192.168.1.33,10.0.0.5,31537,80,TCP,5,2025,3.43,ACK,BENIGN
2026-09-17T20:52:21,192.168.1.53,10.0.0.6,50547,53,TCP,5,510,0.89,FIN,BENIGN
2026-09-17T20:52:45,192.168.1.49,10.0.0.25,37349,8443,UDP,42,58674,6.81,FIN,BENIGN
2026-09-17T20:53:09,192.168.1.50,10.0.0.10,50232,21,UDP,23,33925,1.07,FIN,BENIGN
2026-09-17T20:53:33,192.168.1.22,10.0.0.25,55456,21,TCP,9,6732,3.15,ACK,BENIGN
2026-09-17T20:53:57,185.220.101.99,10.0.0.10,54025,1002,TCP,1,41,0.079,SYN,PORT_SCAN
2026-09-17T20:54:21,192.168.1.49,10.0.0.10,40115,53,UDP,50,37400,6.87,FIN,BENIGN
2026-09-17T20:54:45,185.220.101.99,10.0.0.6,61378,80,TCP,2706,2987424,1.2,SYN,DDoS_FLOOD
2026-09-17T20:55:09,192.168.1.11,10.0.0.25,62788,8080,TCP,19,11666,4.42,ACK,BENIGN
2026-09-17T20:55:33,192.168.1.76,10.0.0.25,51806,21,TCP,11,10043,0.32,ACK,BENIGN
2026-09-17T20:55:57,192.168.1.24,10.0.0.25,44643,53,UDP,37,21830,4.73,FIN,BENIGN
2026-09-17T20:56:21,192.168.1.56,10.0.0.5,51449,21,TCP,13,6331,6.13,FIN,BENIGN
2026-09-17T20:56:45,192.168.1.15,10.0.0.10,64940,8080,TCP,46,29348,7.64,ACK,BENIGN
2026-09-17T20:57:09,192.168.1.26,10.0.0.5,64453,22,TCP,50,12550,6.34,ACK,BENIGN
2026-09-17T20:57:33,203.0.113.199,10.0.0.6,45891,3306,TCP,178,32574,1.23,PSH,BRUTE_FORCE
2026-09-17T20:57:57,203.0.113.88,10.0.0.6,3590,80,TCP,1065,1329120,0.59,SYN,DDoS_FLOOD
2026-09-17T20:58:21,192.168.1.14,198.51.100.254,64046,8443,TCP,82,56006,1.96,ACK,BOTNET
2026-09-17T20:58:45,192.168.1.11,198.51.100.254,58538,8443,TCP,46,33396,1.55,ACK,BOTNET
2026-09-17T20:59:09,192.168.1.37,10.0.0.25,39315,443,TCP,22,24398,0.54,ACK,BENIGN
2026-09-17T20:59:33,192.168.1.75,10.0.0.5,44251,3306,TCP,49,41748,3.2,FIN,BENIGN
2026-09-17T20:59:57,192.168.1.48,10.0.0.6,53949,22,TCP,35,40040,6.09,PSH,BENIGN
2026-09-17T21:00:21,203.0.113.199,10.0.0.6,35885,3306,TCP,184,21528,4.57,PSH,BRUTE_FORCE
2026-09-17T21:00:45,203.0.113.199,10.0.0.25,50452,3306,TCP,226,18984,2.01,PSH,BRUTE_FORCE
2026-09-17T21:01:09,198.51.100.15,10.0.0.6,44582,443,TCP,4101,734079,0.78,SYN,DDoS_FLOOD
2026-09-17T21:01:33,192.168.1.13,10.0.0.5,39003,8443,UDP,30,7110,7.86,FIN,BENIGN
2026-09-17T21:01:57,192.168.1.11,10.0.0.25,46643,80,TCP,5,5860,2.14,FIN,BENIGN
2026-09-17T21:02:21,192.168.1.28,10.0.0.5,48588,8443,UDP,40,42080,4.12,ACK,BENIGN
2026-09-17T21:02:45,192.168.1.59,10.0.0.25,50859,21,UDP,19,10089,4.49,FIN,BENIGN
2026-09-17T21:03:09,203.0.113.88,10.0.0.5,29702,80,TCP,3724,823004,0.85,SYN,DDoS_FLOOD
2026-09-17T21:03:33,192.168.1.64,10.0.0.6,41319,443,TCP,26,2080,6.5,ACK,BENIGN
2026-09-17T21:03:57,192.168.1.11,10.0.0.10,64516,21,UDP,24,22152,7.09,ACK,BENIGN
2026-09-17T21:04:21,203.0.113.88,10.0.0.10,49850,21,TCP,359,83288,1.55,PSH,BRUTE_FORCE
2026-09-17T21:04:45,192.168.1.67,10.0.0.5,57386,8443,TCP,48,34176,6.54,ACK,BENIGN
2026-09-17T21:05:09,192.168.1.27,10.0.0.10,33553,443,TCP,17,6715,3.52,PSH,BENIGN
2026-09-17T21:05:33,203.0.113.88,10.0.0.5,45946,468,UDP,1,46,0.075,FIN,PORT_SCAN
2026-09-17T21:05:57,203.0.113.199,10.0.0.25,44708,851,TCP,1,60,0.033,SYN,PORT_SCAN
2026-09-17T21:06:21,192.168.1.67,10.0.0.25,41378,80,TCP,27,16821,2.51,FIN,BENIGN
2026-09-17T21:06:45,192.168.1.47,10.0.0.5,53257,3306,TCP,38,8436,6.36,FIN,BENIGN
2026-09-17T21:07:09,192.168.1.53,10.0.0.25,59653,8443,TCP,43,21242,2.56,FIN,BENIGN
2026-09-17T21:07:33,192.168.1.63,10.0.0.10,33846,80,TCP,9,10224,8.05,ACK,BENIGN
2026-09-17T21:07:57,192.168.1.54,10.0.0.25,56327,8443,UDP,10,11160,7.14,PSH,BENIGN
2026-09-17T21:08:21,185.220.101.99,10.0.0.5,20556,443,TCP,2580,810120,0.39,SYN,DDoS_FLOOD
2026-09-17T21:08:45,192.168.1.61,10.0.0.6,56325,22,TCP,22,11968,2.31,ACK,BENIGN
2026-09-17T21:09:09,192.168.1.28,10.0.0.10,62332,443,TCP,7,8799,4.94,PSH,BENIGN
2026-09-17T21:09:33,192.168.1.50,10.0.0.6,31381,80,TCP,8,8424,5.34,PSH,BENIGN
2026-09-17T21:09:57,192.168.1.67,10.0.0.6,44328,443,TCP,46,22862,1.15,ACK,BENIGN
2026-09-17T21:10:21,192.168.1.66,10.0.0.5,37512,53,UDP,11,2453,0.77,PSH,BENIGN
2026-09-17T21:10:45,192.168.1.79,10.0.0.6,44580,21,UDP,42,55524,7.52,PSH,BENIGN
2026-09-17T21:11:09,192.168.1.35,10.0.0.10,48081,22,TCP,26,20020,2.3,ACK,BENIGN
2026-09-17T21:11:33,192.168.1.46,10.0.0.10,30234,8443,UDP,48,48384,2.75,PSH,BENIGN
2026-09-17T21:11:57,192.168.1.25,10.0.0.5,52533,8443,TCP,30,41190,3.56,FIN,BENIGN
2026-09-17T21:12:21,192.168.1.71,10.0.0.5,56388,53,TCP,15,4395,0.49,ACK,BENIGN
2026-09-17T21:12:45,203.0.113.88,10.0.0.6,41145,21,TCP,188,42488,2.89,PSH,BRUTE_FORCE
2026-09-17T21:13:09,192.168.1.12,10.0.0.5,33506,443,TCP,19,3990,1.89,ACK,BENIGN
2026-09-17T21:13:33,185.220.101.5,10.0.0.5,17237,443,TCP,3502,4230416,0.43,SYN,DDoS_FLOOD
2026-09-17T21:13:57,192.168.1.59,10.0.0.10,51856,8443,TCP,23,3703,0.22,ACK,BENIGN
2026-09-17T21:14:21,185.220.101.5,10.0.0.10,53971,22,TCP,310,72850,1.82,PSH,BRUTE_FORCE
2026-09-17T21:14:45,185.220.101.99,10.0.0.5,64591,443,TCP,1799,1777412,0.06,SYN,DDoS_FLOOD
2026-09-17T21:15:09,192.168.1.73,10.0.0.6,45472,443,TCP,41,23042,8.07,ACK,BENIGN
2026-09-17T21:15:33,192.168.1.60,10.0.0.5,53904,53,TCP,25,4775,2.33,FIN,BENIGN
2026-09-17T21:15:57,192.168.1.73,10.0.0.10,60457,53,TCP,34,9112,2.27,FIN,BENIGN
2026-09-17T21:16:21,192.168.1.75,10.0.0.25,59706,80,TCP,48,69984,3.64,PSH,BENIGN
2026-09-17T21:16:45,192.168.1.50,10.0.0.25,63548,80,TCP,9,1278,6.12,FIN,BENIGN
2026-09-17T21:17:09,192.168.1.75,10.0.0.6,58205,22,TCP,22,26598,2.64,ACK,BENIGN
2026-09-17T21:17:33,192.168.1.46,10.0.0.10,31255,80,TCP,32,11552,0.89,ACK,BENIGN
2026-09-17T21:17:57,192.168.1.48,10.0.0.10,39563,21,UDP,21,30450,5.39,PSH,BENIGN
2026-09-17T21:18:21,192.168.1.57,10.0.0.10,40117,8080,TCP,37,40959,7.88,PSH,BENIGN
2026-09-17T21:18:45,192.168.1.46,10.0.0.10,58129,80,TCP,43,19350,4.22,FIN,BENIGN
2026-09-17T21:19:09,198.51.100.15,10.0.0.6,64532,80,TCP,1500,1279500,0.35,SYN,DDoS_FLOOD
2026-09-17T21:19:33,192.168.1.12,10.0.0.10,61356,80,TCP,30,4110,5.91,FIN,BENIGN
2026-09-17T21:19:57,192.168.1.14,10.0.0.5,31726,3306,TCP,40,4320,3.48,PSH,BENIGN
2026-09-17T21:20:21,192.168.1.34,10.0.0.5,39036,3306,TCP,44,12496,0.96,FIN,BENIGN
2026-09-17T21:20:45,198.51.100.15,10.0.0.5,47490,74,UDP,3,192,0.056,FIN,PORT_SCAN
2026-09-17T21:21:09,192.168.1.49,10.0.0.6,62444,8080,TCP,49,8722,1.26,ACK,BENIGN
2026-09-17T21:21:33,192.168.1.48,10.0.0.25,30085,80,TCP,41,30504,7.65,FIN,BENIGN
2026-09-17T21:21:57,192.168.1.52,10.0.0.25,33816,53,UDP,14,17542,4.27,PSH,BENIGN
2026-09-17T21:22:21,192.168.1.55,10.0.0.10,63223,21,TCP,12,16140,6.64,FIN,BENIGN
2026-09-17T21:22:45,198.51.100.42,10.0.0.25,44969,3306,TCP,294,44100,3.92,PSH,BRUTE_FORCE
2026-09-17T21:23:09,192.168.1.76,10.0.0.5,50386,80,TCP,50,50050,1.77,FIN,BENIGN
2026-09-17T21:23:33,198.51.100.42,10.0.0.25,40754,818,UDP,1,62,0.08,FIN,PORT_SCAN
2026-09-17T21:23:57,192.168.1.69,10.0.0.25,56773,80,TCP,27,7236,2.46,PSH,BENIGN
2026-09-17T21:24:21,192.168.1.21,10.0.0.6,41974,3306,TCP,13,8658,4.44,ACK,BENIGN
2026-09-17T21:24:45,192.168.1.75,10.0.0.25,32429,8443,UDP,12,2292,8.16,ACK,BENIGN
2026-09-17T21:25:09,192.168.1.30,10.0.0.10,60238,443,TCP,18,12492,6.88,ACK,BENIGN
2026-09-17T21:25:33,192.168.1.32,10.0.0.25,34069,3306,TCP,50,47500,7.83,FIN,BENIGN
2026-09-17T21:25:57,192.168.1.10,10.0.0.5,42251,80,TCP,43,15824,7.37,ACK,BENIGN
2026-09-17T21:26:21,192.168.1.75,10.0.0.6,46685,53,UDP,38,9538,8.35,ACK,BENIGN
2026-09-17T21:26:45,192.168.1.51,10.0.0.25,52890,443,TCP,5,3915,2.5,PSH,BENIGN
2026-09-17T21:27:09,192.168.1.59,10.0.0.10,38443,53,UDP,38,41724,1.67,ACK,BENIGN
2026-09-17T21:27:33,192.168.1.11,10.0.0.6,63822,8080,TCP,23,4623,2.43,PSH,BENIGN
2026-09-17T21:27:57,192.168.1.76,10.0.0.25,60418,8080,TCP,42,51114,4.92,FIN,BENIGN
2026-09-17T21:28:21,192.168.1.10,10.0.0.5,59150,443,TCP,9,9090,0.19,ACK,BENIGN
2026-09-17T21:28:45,192.168.1.20,10.0.0.25,63746,80,TCP,8,6096,7.85,ACK,BENIGN
2026-09-17T21:29:09,192.168.1.57,10.0.0.25,62554,3306,TCP,42,18900,3.11,ACK,BENIGN
2026-09-17T21:29:33,192.168.1.28,10.0.0.25,47911,22,TCP,24,25680,6.02,FIN,BENIGN
2026-09-17T21:29:57,192.168.1.39,10.0.0.10,40905,53,TCP,27,37611,2.87,PSH,BENIGN
2026-09-17T21:30:21,192.168.1.40,10.0.0.5,35130,21,UDP,47,39856,5.91,PSH,BENIGN
2026-09-17T21:30:45,192.168.1.37,10.0.0.5,55788,3306,TCP,17,1207,1.57,ACK,BENIGN
2026-09-17T21:31:09,192.168.1.40,10.0.0.5,63245,80,TCP,23,7337,1.2,FIN,BENIGN
2026-09-17T21:31:33,192.168.1.34,10.0.0.6,46746,8443,UDP,13,14027,2.41,ACK,BENIGN
2026-09-17T21:31:57,185.220.101.99,10.0.0.6,54150,443,TCP,3613,3714164,0.47,SYN,DDoS_FLOOD
2026-09-17T21:32:21,192.168.1.62,10.0.0.5,55189,80,TCP,10,5050,8.36,FIN,BENIGN
2026-09-17T21:32:45,192.168.1.62,10.0.0.10,49233,22,TCP,28,36848,1.81,FIN,BENIGN
2026-09-17T21:33:09,192.168.1.41,10.0.0.5,47873,80,TCP,22,29304,7.75,FIN,BENIGN
2026-09-17T21:33:33,192.168.1.37,10.0.0.25,52882,8080,TCP,28,36876,3.32,ACK,BENIGN
2026-09-17T21:33:57,192.168.1.60,10.0.0.10,58054,53,TCP,34,29988,7.58,FIN,BENIGN
2026-09-17T21:34:21,192.168.1.78,10.0.0.10,39309,21,TCP,7,3493,2.61,FIN,BENIGN
2026-09-17T21:34:45,192.168.1.58,10.0.0.25,42124,443,TCP,33,41811,2.36,FIN,BENIGN
2026-09-17T21:35:09,198.51.100.42,10.0.0.6,48673,80,TCP,1819,2050013,0.37,SYN,DDoS_FLOOD
2026-09-17T21:35:33,192.168.1.25,10.0.0.10,43962,443,TCP,25,13125,2.31,FIN,BENIGN
2026-09-17T21:35:57,192.168.1.54,10.0.0.5,49875,53,TCP,49,21462,7.24,PSH,BENIGN
2026-09-17T21:36:21,192.168.1.34,10.0.0.5,52021,22,TCP,30,32340,4.73,PSH,BENIGN
2026-09-17T21:36:45,192.168.1.61,10.0.0.10,38322,8443,UDP,19,22135,5.38,PSH,BENIGN
2026-09-17T21:37:09,192.168.1.28,10.0.0.5,62709,80,TCP,36,49356,2.59,ACK,BENIGN
2026-09-17T21:37:33,192.168.1.25,10.0.0.5,42406,8080,TCP,22,32868,1.48,ACK,BENIGN
2026-09-17T21:37:57,192.168.1.43,10.0.0.25,35289,8080,TCP,34,13940,7.71,PSH,BENIGN
2026-09-17T21:38:21,185.220.101.5,10.0.0.5,19953,80,TCP,1409,897533,0.81,SYN,DDoS_FLOOD
2026-09-17T21:38:45,185.220.101.5,10.0.0.5,63859,443,TCP,1635,657270,0.06,SYN,DDoS_FLOOD
2026-09-17T21:39:09,192.168.1.57,10.0.0.5,36469,3306,TCP,46,31970,3.75,ACK,BENIGN
2026-09-17T21:39:33,192.168.1.24,10.0.0.6,36860,21,UDP,25,14875,5.57,PSH,BENIGN
2026-09-17T21:39:57,185.220.101.5,10.0.0.10,51783,696,TCP,2,154,0.098,SYN,PORT_SCAN
2026-09-17T21:40:21,192.168.1.41,10.0.0.5,45149,443,TCP,21,3297,6.92,ACK,BENIGN
2026-09-17T21:40:45,192.168.1.68,10.0.0.5,33161,8080,TCP,18,11736,0.76,PSH,BENIGN
2026-09-17T21:41:09,192.168.1.57,10.0.0.5,36591,21,TCP,18,13302,7.61,PSH,BENIGN
2026-09-17T21:41:33,192.168.1.15,10.0.0.6,37589,53,UDP,30,15690,0.87,ACK,BENIGN
2026-09-17T21:41:57,192.168.1.63,10.0.0.25,56659,8080,TCP,5,1835,3.07,PSH,BENIGN
2026-09-17T21:42:21,203.0.113.199,10.0.0.6,40220,54,UDP,2,84,0.072,FIN,PORT_SCAN
2026-09-17T21:42:45,192.168.1.77,10.0.0.10,44934,22,TCP,21,3738,8.36,FIN,BENIGN
2026-09-17T21:43:09,192.168.1.63,10.0.0.5,36289,443,TCP,18,26640,6.53,PSH,BENIGN
2026-09-17T21:43:33,192.168.1.37,10.0.0.5,45243,80,TCP,30,44820,3.16,FIN,BENIGN
2026-09-17T21:43:57,192.168.1.68,10.0.0.5,63033,80,TCP,24,28008,6.34,PSH,BENIGN
2026-09-17T21:44:21,192.168.1.30,10.0.0.10,64212,22,TCP,46,53866,5.83,ACK,BENIGN
2026-09-17T21:44:45,192.168.1.11,10.0.0.5,40988,53,TCP,26,13182,5.34,FIN,BENIGN
2026-09-17T21:45:09,192.168.1.56,10.0.0.25,30133,8443,UDP,16,14080,6.96,ACK,BENIGN
2026-09-17T21:45:33,192.168.1.54,10.0.0.5,64091,21,TCP,43,34873,4.51,ACK,BENIGN
2026-09-17T21:45:57,192.168.1.65,10.0.0.6,43738,8080,TCP,46,57454,7.97,ACK,BENIGN
2026-09-17T21:46:21,192.168.1.20,10.0.0.5,45227,21,UDP,10,14360,2.1,FIN,BENIGN
2026-09-17T21:46:45,192.168.1.68,10.0.0.25,31860,8080,TCP,48,7152,1.56,FIN,BENIGN
2026-09-17T21:47:09,185.220.101.5,10.0.0.6,59568,372,TCP,2,82,0.044,SYN,PORT_SCAN
2026-09-17T21:47:33,192.168.1.68,10.0.0.6,46693,53,TCP,10,1030,1.6,PSH,BENIGN
2026-09-17T21:47:57,192.168.1.53,10.0.0.25,31592,53,TCP,35,11130,6.31,PSH,BENIGN
2026-09-17T21:48:21,192.168.1.63,10.0.0.25,37565,8443,TCP,48,53616,7.02,FIN,BENIGN
2026-09-17T21:48:45,198.51.100.15,10.0.0.5,45759,987,TCP,2,146,0.069,SYN,PORT_SCAN
2026-09-17T21:49:09,192.168.1.18,10.0.0.5,36777,53,UDP,8,11840,4.53,ACK,BENIGN
2026-09-17T21:49:33,192.168.1.36,10.0.0.6,56636,22,TCP,10,6670,2.69,FIN,BENIGN
2026-09-17T21:49:57,192.168.1.28,10.0.0.5,33653,8443,TCP,48,38448,4.35,FIN,BENIGN
2026-09-17T21:50:21,192.168.1.36,10.0.0.25,39461,22,TCP,37,41736,3.69,FIN,BENIGN
